instance,iterations_or_generations,runtime_seconds,final_cost,pct_allocated
s138m3.dat,1379,0.3341965675354004,,100.0
s139m0.dat,1379,0.6385185718536377,,100.0
s139m1.dat,1379,0.6453197002410889,,100.0
s139m2.dat,1379,0.5309028625488281,,100.0
s139m3.dat,1379,0.6283895969390869,,100.0
s13m0.dat,1379,0.3723788261413574,,100.0
s13m1.dat,1379,0.49793291091918945,,100.0
s13m2.dat,1379,0.4122912883758545,,100.0
s13m3.dat,1379,0.4085805416107178,,100.0
s140m0.dat,1379,0.32574939727783203,,100.0
s140m1.dat,1379,0.30795788764953613,,100.0
s140m2.dat,1379,0.31766629219055176,,100.0
s140m3.dat,1379,0.30576181411743164,,100.0
s141m0.dat,1379,0.3003242015838623,,100.0
s141m1.dat,1379,0.31307244300842285,,100.0
s141m2.dat,1379,0.3068504333496094,,100.0
s141m3.dat,1379,0.39907383918762207,,100.0
s142m0.dat,1379,0.3585691452026367,,100.0
s142m1.dat,1379,0.3634495735168457,,100.0
s142m2.dat,1379,0.36792492866516113,,100.0
s142m3.dat,1379,0.3630244731903076,,100.0
s143m0.dat,1379,0.6076595783233643,,100.0
s143m1.dat,1379,0.49659085273742676,,100.0
s143m2.dat,1379,0.5143377780914307,,100.0
s143m3.dat,1379,0.6790268421173096,,100.0
s144m0.dat,1379,0.545935869216919,,100.0
s144m1.dat,1379,0.6320829391479492,,100.0
s144m2.dat,1379,0.6926164627075195,,100.0
s144m3.dat,1379,0.4816629886627197,,100.0
s145m0.dat,1379,0.4651966094970703,,100.0
s145m1.dat,1379,0.3808584213256836,,100.0
s145m2.dat,1379,0.3706512451171875,,100.0
s145m3.dat,1379,0.40511250495910645,,100.0
s146m0.dat,1379,0.6604170799255371,,100.0
s146m1.dat,1379,0.5291836261749268,,100.0
s146m2.dat,1379,0.5007553100585938,,100.0
s146m3.dat,1379,0.5954818725585938,,100.0
s147m0.dat,1379,0.9235758781433105,,100.0
s147m1.dat,1379,0.8258471488952637,,100.0
s147m2.dat,1379,0.7739856243133545,,100.0
s147m3.dat,1379,0.5335335731506348,,100.0
s148m0.dat,1379,0.4653182029724121,,100.0
s148m1.dat,1379,0.6192498207092285,,100.0
s148m2.dat,1379,0.7675013542175293,,100.0
s148m3.dat,1379,0.7602181434631348,,100.0
s149m0.dat,1379,1.064469337463379,,100.0
s149m1.dat,1379,1.272066593170166,,100.0
s149m2.dat,1379,0.8321285247802734,,100.0
s149m3.dat,1379,1.0145072937011719,,100.0
s14m0.dat,1379,0.9290783405303955,,100.0
s14m1.dat,1379,0.7953979969024658,,100.0
s14m2.dat,1379,0.7312219142913818,,100.0
s14m3.dat,1379,0.5979821681976318,,100.0
s150m0.dat,1379,0.49297571182250977,,100.0
s150m1.dat,1379,0.5042879581451416,,100.0
s150m2.dat,1379,0.5579891204833984,,100.0
s150m3.dat,1379,0.39254164695739746,,100.0
s151m0.dat,1379,0.45583176612854004,,100.0
s151m1.dat,1379,0.5184721946716309,,100.0
s151m2.dat,1379,0.48258423805236816,,100.0
s151m3.dat,1379,0.3956141471862793,,100.0
s152m0.dat,1379,0.6018702983856201,,100.0
s152m1.dat,1379,0.5103957653045654,,100.0
s152m2.dat,1379,0.5653715133666992,,100.0
s152m3.dat,1379,0.4691653251647949,,100.0
s153m0.dat,1379,0.5848853588104248,,100.0
s153m1.dat,1379,0.5553922653198242,,100.0
s153m2.dat,1379,0.5249221324920654,,100.0
s153m3.dat,1379,0.4555339813232422,,100.0
s154m0.dat,1379,0.4435710906982422,,100.0
s154m1.dat,1379,0.5165708065032959,,100.0
s154m2.dat,1379,0.6508431434631348,,100.0
s154m3.dat,1379,0.4779016971588135,,100.0
s155m0.dat,1379,0.2675974369049072,,100.0
s155m1.dat,1379,0.3945190906524658,,100.0
s155m2.dat,1379,0.38933277130126953,,100.0
s155m3.dat,1379,0.25391387939453125,,100.0
s156m0.dat,1379,0.46500086784362793,,100.0
s156m1.dat,1379,0.5068240165710449,,100.0
s156m2.dat,1379,0.512927770614624,,100.0
s156m3.dat,1379,0.5703258514404297,,100.0
s157m0.dat,1379,0.3191385269165039,,100.0
s157m1.dat,1379,0.3332953453063965,,100.0
s157m2.dat,1379,0.36179184913635254,,100.0
s157m3.dat,1379,0.401963472366333,,100.0
s158m0.dat,1379,0.4050726890563965,,100.0
s158m1.dat,1379,0.32850098609924316,,100.0
s158m2.dat,1379,0.40407800674438477,,100.0
s158m3.dat,1379,0.30524396896362305,,100.0
s159m0.dat,1379,0.49999475479125977,,100.0
s159m1.dat,1379,0.46731090545654297,,100.0
s159m2.dat,1379,0.3945183753967285,,100.0
s159m3.dat,1379,0.3761148452758789,,100.0
s15m0.dat,1379,0.3227057456970215,,100.0
s15m1.dat,1379,0.5064051151275635,,100.0
s15m2.dat,1379,0.3306396007537842,,100.0
s15m3.dat,1379,0.46830248832702637,,100.0
s160m0.dat,1379,0.45564794540405273,,100.0
s160m1.dat,1379,0.46411705017089844,,100.0
s160m2.dat,1379,0.3638138771057129,,100.0
s160m3.dat,1379,0.44683265686035156,,100.0
s161m0.dat,1379,0.6111512184143066,,100.0
s161m1.dat,1379,0.4781064987182617,,100.0
s161m2.dat,1379,0.5881471633911133,,100.0
s161m3.dat,1379,0.6195456981658936,,100.0
s162m0.dat,1379,0.29642581939697266,,100.0
s162m1.dat,1379,0.40355801582336426,,100.0
s162m2.dat,1379,0.30822086334228516,,100.0
s162m3.dat,1379,0.2923710346221924,,100.0
s163m0.dat,1379,0.49158692359924316,,100.0
s163m1.dat,1379,0.4370243549346924,,100.0
s163m2.dat,1379,0.43122315406799316,,100.0
s163m3.dat,1379,0.43218541145324707,,100.0
s164m0.dat,1379,0.4022817611694336,,100.0
s164m1.dat,1379,0.326570987701416,,100.0
s164m2.dat,1379,0.32959628105163574,,100.0
s164m3.dat,1379,0.33316516876220703,,100.0
s165m0.dat,1379,0.26523590087890625,,100.0
s165m1.dat,1379,0.26158833503723145,,100.0
s165m2.dat,1379,0.2944455146789551,,100.0
s165m3.dat,1379,0.2523524761199951,,100.0
s166m0.dat,1379,0.4389152526855469,,100.0
s166m1.dat,1379,0.4806652069091797,,100.0
s166m2.dat,1379,0.5127770900726318,,100.0
s166m3.dat,1379,0.42400527000427246,,100.0
s167m0.dat,1379,0.4640979766845703,,100.0
s167m1.dat,1379,0.47213077545166016,,100.0
s167m2.dat,1379,0.5009195804595947,,100.0
s167m3.dat,1379,0.407606840133667,,100.0
s168m0.dat,1379,0.49018406867980957,,100.0
s168m1.dat,1379,0.6077539920806885,,100.0
s168m2.dat,1379,0.5735018253326416,,100.0
s168m3.dat,1379,0.5639693737030029,,100.0
s169m0.dat,1379,0.41932249069213867,,100.0
s169m1.dat,1379,0.3333780765533447,,100.0
s169m2.dat,1379,0.41639065742492676,,100.0
s169m3.dat,1379,0.3589775562286377,,100.0
s16m0.dat,1379,0.43074989318847656,,100.0
s16m1.dat,1379,0.41832637786865234,,100.0
s16m2.dat,1379,0.45648813247680664,,100.0
s16m3.dat,1379,0.4093029499053955,,100.0
s170m0.dat,1379,0.25341129302978516,,100.0
s170m1.dat,1379,0.24771642684936523,,100.0
s170m2.dat,1379,0.23478484153747559,,100.0
s170m3.dat,1379,0.22575044631958008,,100.0
s171m0.dat,1379,0.3613607883453369,,100.0
s171m1.dat,1379,0.2886819839477539,,100.0
s171m2.dat,1379,0.358379602432251,,100.0
s171m3.dat,1379,0.34954309463500977,,100.0
s172m0.dat,1379,0.25857090950012207,,100.0
s172m1.dat,1379,0.20209193229675293,,100.0
s172m2.dat,1379,0.25911903381347656,,100.0
s172m3.dat,1379,0.253176212310791,,100.0
s173m0.dat,1379,0.3161342144012451,,100.0
s173m1.dat,1379,0.28910112380981445,,100.0
s173m2.dat,1379,0.36308979988098145,,100.0
s173m3.dat,1379,0.3167710304260254,,100.0
s174m0.dat,1379,0.36060333251953125,,100.0
s174m1.dat,1379,0.36963438987731934,,100.0
s174m2.dat,1379,0.3722388744354248,,100.0
s174m3.dat,1379,0.3535425662994385,,100.0
s175m0.dat,1379,0.4111795425415039,,100.0
s175m1.dat,1379,0.43494558334350586,,100.0
s175m2.dat,1379,0.34868550300598145,,100.0
s175m3.dat,1379,0.3479745388031006,,100.0
s176m0.dat,1379,0.33010053634643555,,100.0
s176m1.dat,1379,0.25947117805480957,,100.0
s176m2.dat,1379,0.26232099533081055,,100.0
s176m3.dat,1379,0.2598545551300049,,100.0
s177m0.dat,1379,0.42342376708984375,,100.0
s177m1.dat,1379,0.32238006591796875,,100.0
s177m2.dat,1379,0.34157824516296387,,100.0
s177m3.dat,1379,0.36958932876586914,,100.0
s178m0.dat,1379,0.4219534397125244,,100.0
s178m1.dat,1379,0.44109010696411133,,100.0
s178m2.dat,1379,0.36109399795532227,,100.0
s178m3.dat,1379,0.4355161190032959,,100.0
s179m0.dat,1379,0.30283260345458984,,100.0
s179m1.dat,1379,0.40088725090026855,,100.0
s179m2.dat,1379,0.26821374893188477,,100.0
s179m3.dat,1379,0.350557804107666,,100.0
s17m0.dat,1379,0.303572416305542,,100.0
s17m1.dat,1379,0.2619459629058838,,100.0
s17m2.dat,1379,0.21784234046936035,,100.0
s17m3.dat,1379,0.2626814842224121,,100.0
s180m0.dat,1379,0.4069204330444336,,100.0
s180m1.dat,1379,0.3600478172302246,,100.0
s180m2.dat,1379,0.46160888671875,,100.0
s180m3.dat,1379,0.4726712703704834,,100.0
s181m0.dat,1379,0.51582932472229,,100.0
s181m1.dat,1379,0.5738182067871094,,100.0
s181m2.dat,1379,0.5675206184387207,,100.0
s181m3.dat,1379,0.5487546920776367,,100.0
s182m0.dat,1379,0.6139166355133057,,100.0
s182m1.dat,1379,0.5729553699493408,,100.0
s182m2.dat,1379,0.4744901657104492,,100.0
s182m3.dat,1379,0.5559260845184326,,100.0
s183m0.dat,1379,0.418168306350708,,100.0
s183m1.dat,1379,0.33574891090393066,,100.0
s183m2.dat,1379,0.3183748722076416,,100.0
s183m3.dat,1379,0.4668309688568115,,100.0
s184m0.dat,1379,0.445720911026001,,100.0
s184m1.dat,1379,0.48117780685424805,,100.0
s184m2.dat,1379,0.3916964530944824,,100.0
s184m3.dat,1379,0.48891210556030273,,100.0
s185m0.dat,1379,0.47955965995788574,,100.0
s185m1.dat,1379,0.35671448707580566,,100.0
s185m2.dat,1379,0.49118542671203613,,100.0
s185m3.dat,1379,0.538780689239502,,100.0
s186m0.dat,1379,0.3735337257385254,,100.0
s186m1.dat,1379,0.3385732173919678,,100.0
s186m2.dat,1379,0.3234062194824219,,100.0
s186m3.dat,1379,0.3825962543487549,,100.0
s187m0.dat,1379,0.3332481384277344,,100.0
s187m1.dat,1379,0.3303565979003906,,100.0
s187m2.dat,1379,0.37430644035339355,,100.0
s187m3.dat,1379,0.3716590404510498,,100.0
s188m0.dat,1379,0.29614973068237305,,100.0
s188m1.dat,1379,0.3657493591308594,,100.0
s188m2.dat,1379,0.4704093933105469,,100.0
s188m3.dat,1379,0.37723851203918457,,100.0
s189m0.dat,1379,0.29906272888183594,,100.0
s189m1.dat,1379,0.25178027153015137,,100.0
s189m2.dat,1379,0.34319376945495605,,100.0
s189m3.dat,1379,0.32082605361938477,,100.0
s18m0.dat,1379,0.479475736618042,,100.0
s18m1.dat,1379,0.44533801078796387,,100.0
s18m2.dat,1379,0.5888793468475342,,100.0
s18m3.dat,1379,0.5872809886932373,,100.0
s190m0.dat,1379,0.46717190742492676,,100.0
s190m1.dat,1379,0.4184725284576416,,100.0
s190m2.dat,1379,0.3313298225402832,,100.0
s190m3.dat,1379,0.4238772392272949,,100.0
s191m0.dat,1379,0.4064500331878662,,100.0
s191m1.dat,1379,0.5310144424438477,,100.0
s191m2.dat,1379,0.40853261947631836,,100.0
s191m3.dat,1379,0.5437572002410889,,100.0
s192m0.dat,1379,0.613562822341919,,100.0
s192m1.dat,1379,0.45952463150024414,,100.0
s192m2.dat,1379,0.505500316619873,,100.0
s192m3.dat,1379,0.5568652153015137,,100.0
s193m0.dat,1379,0.39025306701660156,,100.0
s193m1.dat,1379,0.4527139663696289,,100.0
s193m2.dat,1379,0.5937521457672119,,100.0
s193m3.dat,1379,0.5015320777893066,,100.0
s194m0.dat,1379,0.6391623020172119,,100.0
s194m1.dat,1379,0.5217442512512207,,100.0
s194m2.dat,1379,0.5667102336883545,,100.0
s194m3.dat,1379,0.5792860984802246,,100.0
s195m0.dat,1379,0.8359034061431885,,100.0
s195m1.dat,1379,1.0066163539886475,,100.0
s195m2.dat,1379,0.8677365779876709,,100.0
s195m3.dat,1379,0.9576795101165771,,100.0
s196m0.dat,1379,0.5192387104034424,,100.0
s196m1.dat,1379,0.42047119140625,,100.0
s196m2.dat,1379,0.33353090286254883,,100.0
s196m3.dat,1379,0.3469414710998535,,100.0
s197m0.dat,1379,0.5492448806762695,,100.0
s197m1.dat,1379,0.6903917789459229,,100.0
s197m2.dat,1379,0.6552078723907471,,100.0
s197m3.dat,1379,0.6449675559997559,,100.0
s198m0.dat,1379,0.48901796340942383,,100.0
s198m1.dat,1379,0.586261510848999,,100.0
s198m2.dat,1379,0.39200401306152344,,100.0
s198m3.dat,1379,0.5622286796569824,,100.0
s199m0.dat,1379,0.4947206974029541,,100.0
s199m1.dat,1379,0.45757508277893066,,100.0
s199m2.dat,1379,0.5992803573608398,,100.0
s199m3.dat,1379,0.4594695568084717,,100.0
s19m0.dat,1379,0.6203811168670654,,100.0
s19m1.dat,1379,0.40105724334716797,,100.0
s19m2.dat,1379,0.3629133701324463,,100.0
s19m3.dat,1379,0.5088672637939453,,100.0
s1m0.dat,1379,0.6257109642028809,,100.0
s1m1.dat,1379,0.62778639793396,,100.0
s1m2.dat,1379,0.48542022705078125,,100.0
s1m3.dat,1379,0.6396591663360596,,100.0
s200m0.dat,1379,0.5389904975891113,,100.0
s200m1.dat,1379,0.49759840965270996,,100.0
s200m2.dat,1379,0.7370777130126953,,100.0
s200m3.dat,1379,0.7972338199615479,,100.0
s201m0.dat,1379,0.7920820713043213,,100.0
s201m1.dat,1379,0.6397702693939209,,100.0
s201m2.dat,1379,0.6280951499938965,,100.0
s201m3.dat,1379,0.7043449878692627,,100.0
s202m0.dat,1379,0.4402351379394531,,100.0
s202m1.dat,1379,0.6339840888977051,,100.0
s202m2.dat,1379,0.5289452075958252,,100.0
s202m3.dat,1379,0.6049423217773438,,100.0
s203m0.dat,1379,0.4617006778717041,,100.0
s203m1.dat,1379,0.32404041290283203,,100.0
s203m2.dat,1379,0.48148131370544434,,100.0
s203m3.dat,1379,0.4647080898284912,,100.0
s204m0.dat,1379,0.502417802810669,,100.0
s204m1.dat,1379,0.5782008171081543,,100.0
s204m2.dat,1379,0.6374094486236572,,100.0
s204m3.dat,1379,0.5909924507141113,,100.0
s205m0.dat,1379,0.7958271503448486,,100.0
s205m1.dat,1379,0.7157001495361328,,100.0
s205m2.dat,1379,0.7294473648071289,,100.0
s205m3.dat,1379,0.6659173965454102,,100.0
s206m0.dat,1379,0.6409053802490234,,100.0
s206m1.dat,1379,0.7231001853942871,,100.0
s206m2.dat,1379,0.7158243656158447,,100.0
s206m3.dat,1379,0.7386674880981445,,100.0
s207m0.dat,1379,0.5215203762054443,,100.0
s207m1.dat,1379,0.6683516502380371,,100.0
s207m2.dat,1379,0.567575216293335,,100.0
s207m3.dat,1379,0.570462703704834,,100.0
s208m0.dat,1379,0.43326592445373535,,100.0
s208m1.dat,1379,0.30757880210876465,,100.0
s208m2.dat,1379,0.2910115718841553,,100.0
s208m3.dat,1379,0.37906789779663086,,100.0
s209m0.dat,1379,0.25890326499938965,,100.0
s209m1.dat,1379,0.24974465370178223,,100.0
s209m2.dat,1379,0.28626251220703125,,100.0
s209m3.dat,1379,0.25247645378112793,,100.0
s20m0.dat,1379,0.39527392387390137,,100.0
s20m1.dat,1379,0.39570164680480957,,100.0
s20m2.dat,1379,0.3903160095214844,,100.0
s20m3.dat,1379,0.4934244155883789,,100.0
s210m0.dat,1379,0.5000607967376709,,100.0
s210m1.dat,1379,0.4870338439941406,,100.0
s210m2.dat,1379,0.47661781311035156,,100.0
s210m3.dat,1379,0.4278433322906494,,100.0
s211m0.dat,1379,0.2819063663482666,,100.0
s211m1.dat,1379,0.2857637405395508,,100.0
s211m2.dat,1379,0.24950909614562988,,100.0
s211m3.dat,1379,0.26079225540161133,,100.0
s212m0.dat,1379,0.4884366989135742,,100.0
s212m1.dat,1379,0.5143828392028809,,100.0
s212m2.dat,1379,0.40319228172302246,,100.0
s212m3.dat,1379,0.592343807220459,,100.0
s213m0.dat,1379,0.36939287185668945,,100.0
s213m1.dat,1379,0.33913135528564453,,100.0
s213m2.dat,1379,0.42583680152893066,,100.0
s213m3.dat,1379,0.4200723171234131,,100.0
s214m0.dat,1379,0.37423014640808105,,100.0
s214m1.dat,1379,0.30646705627441406,,100.0
s214m2.dat,1379,0.43317484855651855,,100.0
s214m3.dat,1379,0.2967219352722168,,100.0
s215m0.dat,1379,0.3419637680053711,,100.0
s215m1.dat,1379,0.4387807846069336,,100.0
s215m2.dat,1379,0.5455131530761719,,100.0
s215m3.dat,1379,0.4041564464569092,,100.0
s216m0.dat,1379,0.3249678611755371,,100.0
s216m1.dat,1379,0.36576294898986816,,100.0
s216m2.dat,1379,0.33400678634643555,,100.0
s216m3.dat,1379,0.37785911560058594,,100.0
s217m0.dat,1379,0.3287043571472168,,100.0
s217m1.dat,1379,0.283858060836792,,100.0
s217m2.dat,1379,0.3414433002471924,,100.0
s217m3.dat,1379,0.34793519973754883,,100.0
s218m0.dat,1379,0.3963027000427246,,100.0
s218m1.dat,1379,0.3480501174926758,,100.0
s218m2.dat,1379,0.4247164726257324,,100.0
s218m3.dat,1379,0.3529391288757324,,100.0
s219m0.dat,1379,0.46602725982666016,,100.0
s219m1.dat,1379,0.43483924865722656,,100.0
s219m2.dat,1379,0.4775979518890381,,100.0
s219m3.dat,1379,0.44055771827697754,,100.0
s21m0.dat,1379,0.3605988025665283,,100.0
s21m1.dat,1379,0.29863667488098145,,100.0
s21m2.dat,1379,0.3214588165283203,,100.0
s21m3.dat,1379,0.38025999069213867,,100.0
s220m0.dat,1379,0.3907320499420166,,100.0
s220m1.dat,1379,0.3821568489074707,,100.0
s220m2.dat,1379,0.4323265552520752,,100.0
s220m3.dat,1379,0.38744544982910156,,100.0
s221m0.dat,1379,0.28084731101989746,,100.0
s221m1.dat,1379,0.244581937789917,,100.0
s221m2.dat,1379,0.22940731048583984,,100.0
s221m3.dat,1379,0.2548227310180664,,100.0
s222m0.dat,1379,0.3976747989654541,,100.0
s222m1.dat,1379,0.40038037300109863,,100.0
s222m2.dat,1379,0.4355340003967285,,100.0
s222m3.dat,1379,0.4009253978729248,,100.0
s223m0.dat,1379,0.2715950012207031,,100.0
s223m1.dat,1379,0.27010345458984375,,100.0
s223m2.dat,1379,0.2719419002532959,,100.0
s223m3.dat,1379,0.27332568168640137,,100.0
s224m0.dat,1379,0.22890019416809082,,100.0
s224m1.dat,1379,0.23936963081359863,,100.0
s224m2.dat,1379,0.23110413551330566,,100.0
s224m3.dat,1379,0.25515174865722656,,100.0
s225m0.dat,1379,0.32146334648132324,,100.0
